Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km
ofgj927652548,39.0,4.5,17.429585,78.392621,17.489585,78.452621,2022-03-21,17:45:00,17:50:00,Stormy,Medium ,scooter ,Urban ,30.0,Grocery,9.204105757164326
prxt481711644,29.0,4.6,18.530963,73.828972,18.600963,73.898972,2022-03-14,19:55:00,20:10:00,Stormy,Jam ,motorcycle ,Metropolitian ,27.0,Grocery,10.706780989771683
irlt349481815,27.0,4.1,0.0,0.0,0.07,0.07,2022-03-16,22:00:00,22:10:00,Fog,Jam ,motorcycle ,Metropolitian ,34.0,Grocery,10.983241696284244
msqy545881869,34.0,4.7,23.371292,85.327872,23.461292,85.417872,2022-03-02,00:00:00,00:05:00,Sandstorms,Low ,scooter ,Metropolitian ,23.0,Grocery,13.563296444846623
hkle685707911,27.0,4.6,21.185047,72.80859,21.265047,72.88859,2022-03-18,21:40:00,21:55:00,Sandstorms,Jam ,motorcycle ,Urban ,30.0,Grocery,12.142145823760126
qoal881149457,22.0,4.2,11.02091,76.940432,11.08091,77.000432,2022-03-01,21:40:00,21:50:00,Stormy,Jam ,motorcycle ,Metropolitian ,31.0,Grocery,9.329056084403875
hzqf032717172,23.0,4.0,15.157944,73.950889,15.187944,73.980889,2022-02-11,19:25:00,19:35:00,Cloudy,Jam ,scooter ,Metropolitian ,31.0,Grocery,4.627389225547364
cxdl352949745,32.0,5.0,18.55144,73.804855,18.63144,73.884855,2022-04-06,18:35:00,18:45:00,Stormy,Medium ,motorcycle ,Urban ,31.0,Grocery,12.235472507946834
hyjj560752092,35.0,4.3,21.157735,72.768778,21.217735,72.828778,2022-03-15,21:55:00,22:10:00,Cloudy,Jam ,motorcycle ,Metropolitian ,33.0,Grocery,9.107658657262554
etao304541989,35.0,4.5,12.284747,76.625861,12.314747,76.655861,2022-03-05,21:35:00,21:50:00,Windy,Jam ,van,Metropolitian ,30.0,Grocery,4.654458406626018
dolb410546503,31.0,4.2,23.374989,85.335486,23.464989,85.425486,2022-04-02,17:40:00,17:50:00,Windy,Medium ,scooter ,Metropolitian ,37.0,Grocery,13.563126557577556
ysnm581080917,38.0,4.3,22.728163,75.884212,22.858163,76.014212,2022-03-02,22:35:00,22:40:00,Fog,Low ,scooter ,Metropolitian ,36.0,Grocery,19.632314732102273
epqo617115133,26.0,4.6,19.12663,72.829976,19.13663,72.839976,2022-03-26,11:50:00,12:05:00,Sunny,High ,motorcycle ,Urban ,14.0,Grocery,1.527154370684199
epuj428385727,26.0,4.7,19.091458,72.827808,19.121458,72.857808,2022-03-01,18:50:00,18:55:00,Sunny,Medium ,scooter ,Urban ,10.0,Grocery,4.581785718136915
qzfb876735492,39.0,4.2,13.091809,80.219104,13.101809,80.229104,2022-03-26,11:15:00,11:20:00,Sandstorms,High ,scooter ,Metropolitian ,33.0,Grocery,1.5491634661872677
zrkh519266346,38.0,4.7,17.483216,78.552111,17.493216,78.562111,2022-04-05,10:30:00,10:40:00,Fog,Low ,scooter ,Urban ,15.0,Grocery,1.533904981392392
jcpe013381421,20.0,4.7,23.230791,77.43702,23.280791,77.48702,2022-02-11,18:00:00,18:15:00,Stormy,Medium ,scooter ,Metropolitian ,21.0,Grocery,7.539250362776856
ykgc916196394,22.0,5.0,23.232357,77.429989,23.342357,77.539989,2022-02-18,22:45:00,22:55:00,Stormy,Low ,motorcycle ,Metropolitian ,21.0,Grocery,16.584585782777236
hxnd770326699,28.0,4.3,12.914264,77.6784,12.934264,77.6984,2022-03-15,08:25:00,08:40:00,Windy,Low ,motorcycle ,Metropolitian ,23.0,Grocery,3.0993562253811637
rmgg309463866,23.0,4.9,30.892978,75.821847,31.022978,75.951847,2022-02-18,20:35:00,20:50:00,Sandstorms,Jam ,motorcycle ,Urban ,25.0,Grocery,19.02665774121336
xvjc759887428,37.0,4.6,12.98041,77.640489,13.03041,77.690489,2022-04-01,23:20:00,23:35:00,Fog,Low ,scooter ,Metropolitian ,18.0,Grocery,7.747184339020532
smzd684277618,34.0,4.8,22.695207,75.866059,22.785207,75.956059,2022-04-06,17:55:00,18:10:00,Windy,Medium ,van,Metropolitian ,27.0,Grocery,13.593979183831362
ozye885751471,27.0,4.6,17.431477,78.40035,17.471477,78.44035,2022-03-01,14:25:00,14:30:00,Sunny,High ,scooter ,Urban ,18.0,Grocery,6.136198133072297
uapm498072264,35.0,4.9,17.451976,78.385883,17.461976,78.395883,2022-04-05,10:50:00,11:00:00,Sandstorms,Low ,scooter ,Metropolitian ,27.0,Grocery,1.5340279311561753
nuuk484279006,33.0,4.6,0.0,0.0,0.11,0.11,2022-03-31,19:50:00,20:05:00,Sunny,Jam ,scooter ,Metropolitian ,20.0,Grocery,17.259376716936664
kdoj635328532,37.0,4.0,22.722634,75.886959,22.752634,75.916959,2022-03-03,22:20:00,22:30:00,Stormy,Low ,motorcycle ,Metropolitian ,31.0,Grocery,4.53136514504565
dlbj662884017,39.0,4.8,13.026279,80.174568,13.076279,80.224568,2022-03-21,20:20:00,20:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,40.0,Grocery,7.746499375373773
jjya299810159,35.0,4.8,22.311358,73.164798,22.331358,73.184798,2022-03-15,09:00:00,09:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,20.0,Grocery,3.025022500187704
eqjp450810876,33.0,4.8,17.411028,78.329645,17.451028,78.369645,2022-04-03,13:55:00,14:00:00,Windy,High ,motorcycle ,Metropolitian ,30.0,Grocery,6.136519522327368
gdcc440517225,34.0,4.6,18.55144,73.804855,18.57144,73.824855,2022-03-17,09:25:00,09:30:00,Cloudy,Low ,motorcycle ,Metropolitian ,20.0,Grocery,3.059118030760586
wlvm828622601,22.0,4.9,22.538999,88.322337,22.608999,88.392336,2022-02-12,22:20:00,22:25:00,Sandstorms,Low ,scooter ,Metropolitian ,12.0,Grocery,10.578800208859878
vwhf667795438,35.0,4.8,12.972793,80.249982,12.982793,80.259982,2022-03-28,09:10:00,09:20:00,Fog,Low ,motorcycle ,Urban ,17.0,Grocery,1.549519153855358
byuz199136633,35.0,4.8,22.526461,88.364453,22.546461,88.384453,2022-02-17,09:15:00,09:20:00,Stormy,Low ,scooter ,Metropolitian ,28.0,Grocery,3.022905677192201
nyke981152863,39.0,4.7,25.450329,81.834279,25.520329,81.904279,2022-02-12,23:45:00,23:55:00,Sandstorms,Low ,scooter ,Metropolitian ,21.0,Grocery,10.472554777067826
gghw566502663,34.0,4.0,22.553227,88.353273,22.633227,88.433273,2022-02-18,22:25:00,22:40:00,Cloudy,Low ,motorcycle ,Metropolitian ,42.0,Grocery,12.089375796031629
gbpq630485976,36.0,4.7,22.732225,75.874765,22.822225,75.964765,2022-03-20,22:25:00,22:30:00,Stormy,Low ,scooter ,Metropolitian ,28.0,Grocery,13.592319121658754
kaoj810098995,35.0,4.9,13.022394,80.242439,13.032394,80.252439,2022-03-03,11:10:00,11:15:00,Stormy,High ,scooter ,Metropolitian ,29.0,Grocery,1.549371295243629
fplq336504367,33.0,4.6,0.0,0.0,0.11,0.11,2022-04-04,23:45:00,23:55:00,Sunny,Low ,van,Metropolitian ,19.0,Grocery,17.259376716936664
tenq639481743,25.0,4.9,13.066762,80.251865,13.116762,80.301865,2022-03-15,22:40:00,22:50:00,Fog,Low ,motorcycle ,Urban ,14.0,Grocery,7.745892925201073
eycj408795668,27.0,4.7,11.025083,77.015393,11.155083,77.145393,2022-04-04,20:25:00,20:35:00,Fog,Jam ,motorcycle ,Metropolitian ,41.0,Grocery,20.21165277869377
tfls218616649,26.0,4.6,17.426228,78.407495,17.456228,78.437495,2022-03-24,18:00:00,18:15:00,Cloudy,Medium ,scooter ,Metropolitian ,15.0,Grocery,4.602269468816155
gtgl343800725,20.0,4.4,21.175104,72.804342,21.285104,72.914342,2022-03-23,21:55:00,22:10:00,Fog,Jam ,motorcycle ,Metropolitian ,34.0,Grocery,16.695188729889093
sbxr568946853,33.0,5.0,22.751857,75.866699,22.771857,75.886699,2022-03-13,11:30:00,11:35:00,Stormy,High ,scooter ,Metropolitian ,26.0,Grocery,3.0206687990832064
ckyd140968560,32.0,4.6,19.876219,75.346017,19.966219,75.436017,2022-02-12,21:50:00,21:55:00,Sandstorms,Jam ,scooter ,Metropolitian ,28.0,Grocery,13.713445501330188
piqo714764612,27.0,4.7,26.90519,75.810753,26.93519,75.840753,2022-04-05,19:35:00,19:40:00,Cloudy,Jam ,motorcycle ,Urban ,34.0,Grocery,4.464113950945344
uthp309125815,36.0,4.2,22.32,73.17,22.37,73.22,2022-03-07,23:00:00,23:15:00,Sandstorms,Low ,motorcycle ,Urban ,34.0,Grocery,7.56197659193788
ohkf469027492,26.0,4.7,12.321214,76.621094,12.431214,76.731094,2022-03-04,20:40:00,20:50:00,Stormy,Jam ,scooter ,Metropolitian ,16.0,Grocery,17.063961737396863
mteo720732343,34.0,4.3,21.175975,72.795503,21.265975,72.885503,2022-03-23,21:20:00,21:35:00,Stormy,Jam ,motorcycle ,Metropolitian ,39.0,Grocery,13.660085685164502
kfta460042349,24.0,4.8,25.451517,81.832616,25.501517,81.882616,2022-02-15,19:45:00,19:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,15.0,Grocery,7.480637854322834
graj594710774,32.0,5.0,27.195928,77.998092,27.265928,78.068092,2022-02-18,18:50:00,18:55:00,Fog,Medium ,scooter ,Metropolitian ,35.0,Grocery,10.40375052258671
opkg543126416,31.0,4.4,11.021278,76.995017,11.051278,77.025017,2022-03-11,20:35:00,20:40:00,Cloudy,Jam ,motorcycle ,Metropolitian ,38.0,Grocery,4.664639938745562
asuj408617671,20.0,4.1,22.310329,73.169083,22.380329,73.239083,2022-03-25,18:30:00,18:35:00,Cloudy,Medium ,motorcycle ,Metropolitian ,36.0,Grocery,10.58675568922506
sgua396868339,25.0,4.8,13.02978,80.208812,13.04978,80.228812,2022-03-09,11:45:00,11:50:00,Sandstorms,High ,motorcycle ,Metropolitian ,27.0,Grocery,3.0986685708988024
gwqt395495877,24.0,4.9,19.1093,72.825451,19.2193,72.935451,2022-03-20,18:30:00,18:45:00,Windy,Medium ,motorcycle ,Metropolitian ,37.0,Grocery,16.79715883296753
uwrn819061716,21.0,4.7,0.0,0.0,0.03,0.03,2022-03-26,22:15:00,22:20:00,Sunny,Low ,scooter ,Metropolitian ,22.0,Grocery,4.707104052532131
rwsd957685359,39.0,4.9,13.044694,80.26147,13.064694,80.28147,2022-04-05,08:45:00,09:00:00,Sunny,Low ,scooter ,Other,13.0,Grocery,3.0985793628085028
gkgx617376328,34.0,4.9,18.994049,72.825203,19.014049,72.845203,2022-03-19,09:50:00,10:05:00,Fog,Low ,motorcycle ,Metropolitian ,18.0,Grocery,3.0553962606430134
dogf869138642,27.0,4.9,26.766536,75.837333,26.906536,75.977333,2022-03-31,19:50:00,20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,47.0,Grocery,20.839226755308367
hnrs254147626,30.0,4.6,11.001852,76.976268,11.071852,77.046268,2022-04-04,20:25:00,20:40:00,Cloudy,Jam ,scooter ,Metropolitian ,44.0,Grocery,10.884149321826849
tkfk294839952,35.0,4.5,30.332735,78.054222,30.362735,78.084222,2022-02-15,23:20:00,23:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,23.0,Grocery,4.402343128988799
lgff497818491,26.0,4.7,19.121999,72.908493,19.231999,73.018493,2022-03-16,20:10:00,20:15:00,Sunny,Jam ,motorcycle ,Urban ,17.0,Grocery,16.796560564485002
agod908214672,34.0,4.2,23.416792,85.316842,23.526792,85.426842,2022-03-25,21:10:00,21:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,41.0,Grocery,16.57424160530075
qift258867106,23.0,4.7,12.323978,76.627961,12.343978,76.647961,2022-03-15,10:55:00,11:10:00,Fog,Low ,motorcycle ,Urban ,22.0,Grocery,3.102778532996167
jszj144513133,30.0,4.9,22.751857,75.866699,22.771857,75.886699,2022-03-19,11:10:00,11:25:00,Sandstorms,High ,scooter ,Metropolitian ,29.0,Grocery,3.0206687990832064
rajn107337008,32.0,4.2,18.546258,73.904337,18.676258,74.034337,2022-03-18,18:25:00,18:30:00,Windy,Medium ,motorcycle ,Metropolitian ,36.0,Grocery,19.881567340416105
xyra861658634,35.0,4.9,18.536718,73.830327,18.546719,73.840328,2022-03-30,12:00:00,12:05:00,Sunny,High ,motorcycle ,Metropolitian ,16.0,Grocery,1.5297939730751242
matd707982331,36.0,4.9,17.433809,78.386744,17.483809,78.436744,2022-03-01,22:00:00,22:15:00,Cloudy,Jam ,scooter ,Metropolitian ,25.0,Grocery,7.670103460594373
uzyk660052320,20.0,4.8,26.911927,75.797282,27.021927,75.907282,2022-03-08,22:35:00,22:45:00,Sunny,Low ,scooter ,Metropolitian ,28.0,Grocery,16.365469292582933
yxvx817952532,37.0,4.8,21.186438,72.794115,21.226438,72.834115,2022-03-11,13:30:00,13:35:00,Windy,High ,motorcycle ,Metropolitian ,38.0,Grocery,6.071422120848535
zthy159475434,32.0,5.0,18.539299,73.897902,18.609299,73.967902,2022-03-29,17:35:00,17:45:00,Sunny,Medium ,motorcycle ,Metropolitian ,31.0,Grocery,10.706538178039278
klvy799014109,27.0,4.6,18.530963,73.828972,18.660963,73.958972,2022-03-23,20:20:00,20:25:00,Sandstorms,Jam ,scooter ,Metropolitian ,20.0,Grocery,19.8823960800054
ezbh648863877,38.0,4.3,0.0,0.0,0.06,0.06,2022-03-15,19:35:00,19:40:00,Windy,Jam ,scooter ,Metropolitian ,33.0,Grocery,9.414207472710387
cuea140622083,20.0,4.7,19.091458,72.827808,19.111458,72.847808,2022-03-15,10:40:00,10:50:00,Sunny,Low ,scooter ,Metropolitian ,19.0,Grocery,3.054566519403073
dxxu171623513,37.0,4.7,21.170096,72.789122,21.240096,72.859122,2022-03-06,20:45:00,20:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,32.0,Grocery,10.625032404837777
nich763368358,37.0,4.6,12.913041,77.683237,12.973041,77.743237,2022-03-15,17:25:00,17:35:00,Windy,Medium ,scooter ,Metropolitian ,25.0,Grocery,9.297734320003551
cixr373324277,25.0,4.8,17.45971,78.368855,17.51971,78.428855,2022-03-11,22:25:00,22:35:00,Fog,Low ,van,Metropolitian ,19.0,Grocery,9.203394311041626
nrwm445640751,20.0,4.8,12.98041,77.640489,13.02041,77.680489,2022-04-05,16:20:00,16:25:00,Cloudy,Medium ,motorcycle ,Metropolitian ,27.0,Grocery,6.197807133001162
kuhf219631225,20.0,4.8,23.214294,77.435361,23.284294,77.505361,2022-02-18,22:30:00,22:35:00,Fog,Low ,motorcycle ,Urban ,22.0,Grocery,10.555181068571224
orld834977961,29.0,4.7,18.539299,73.897902,18.599299,73.957902,2022-03-28,20:35:00,20:45:00,Stormy,Jam ,motorcycle ,Urban ,14.0,Grocery,9.17715767117613
alrg692296629,22.0,5.0,12.979166,77.640709,12.989166,77.650709,2022-03-15,10:35:00,10:45:00,Sunny,Low ,scooter ,Metropolitian ,17.0,Grocery,1.5495001864109084
pbii281710203,28.0,4.6,22.75004,75.902847,22.82004,75.972847,2022-03-04,18:25:00,18:40:00,Stormy,Medium ,van,Urban ,20.0,Grocery,10.571531279029784
zwyo524518227,36.0,4.7,22.75004,75.902847,22.78004,75.932847,2022-03-17,17:25:00,17:35:00,Fog,Medium ,motorcycle ,Urban ,28.0,Grocery,4.530955587841242
vjoo410649960,38.0,5.0,19.065838,72.832658,19.095838,72.862658,2022-04-01,19:15:00,19:30:00,Fog,Jam ,van,Metropolitian ,30.0,Grocery,4.582113704313201
wyli900821104,23.0,4.3,19.065838,72.832658,19.195838,72.962658,2022-03-29,20:20:00,20:35:00,Fog,Jam ,scooter ,Metropolitian ,43.0,Grocery,19.853047926026434
zrgw824349373,36.0,4.6,23.369746,85.33982,23.379746,85.34982,2022-03-01,09:00:00,09:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,22.0,Grocery,1.5072450117859362
mfxc413232725,22.0,4.5,21.185047,72.80859,21.275047,72.89859,2022-03-27,17:40:00,17:50:00,Windy,Medium ,motorcycle ,Metropolitian ,18.0,Grocery,13.659702783482011
ubno471054583,25.0,4.9,17.41233,78.449654,17.49233,78.529654,2022-04-06,22:00:00,22:15:00,Stormy,Jam ,van,Metropolitian ,15.0,Grocery,12.272368949431579
wejc388924541,21.0,4.8,18.546947,73.900626,18.566947,73.920626,2022-03-28,10:10:00,10:25:00,Sandstorms,Low ,scooter ,Urban ,19.0,Grocery,3.059155402867807
bwjg598031514,24.0,4.6,18.56245,73.916619,18.64245,73.996619,2022-03-29,23:55:00,00:05:00,Sandstorms,Low ,motorcycle ,Metropolitian ,21.0,Grocery,12.235105512421491
hohi835829256,36.0,4.9,23.39925,85.390464,23.44925,85.440464,2022-03-05,19:55:00,20:00:00,Sandstorms,Jam ,scooter ,Metropolitian ,26.0,Grocery,7.534961933033597
wkzx665900111,33.0,4.0,19.876994,75.372353,19.896994,75.392353,2022-02-17,09:35:00,09:40:00,Windy,Low ,motorcycle ,Metropolitian ,28.0,Grocery,3.0477357637137565
xjlf467712557,38.0,4.2,11.022477,76.995667,11.032477,77.005667,2022-03-19,10:35:00,10:40:00,Sandstorms,Low ,motorcycle ,Metropolitian ,27.0,Grocery,1.55490238236473
hbnk213579550,29.0,4.5,22.310526,73.170937,22.360526,73.220937,2022-03-03,19:50:00,19:55:00,Sunny,Jam ,motorcycle ,Urban ,18.0,Grocery,7.562208879649091
akjb692987756,25.0,4.9,21.160437,72.774209,21.230437,72.844209,2022-03-20,23:50:00,00:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,21.0,Grocery,10.6253491555024
njfj824249246,28.0,4.7,9.985697,76.281128,10.005697,76.301128,2022-02-17,11:40:00,11:45:00,Fog,High ,motorcycle ,Metropolitian ,26.0,Grocery,3.114814771022725
afpy514693891,28.0,5.0,26.913987,75.752891,26.943987,75.782891,2022-03-26,17:15:00,17:20:00,Cloudy,Medium ,motorcycle ,Metropolitian ,29.0,Grocery,4.463962781432896
fzmf410543078,20.0,4.9,12.975996,80.221898,13.005996,80.251898,2022-03-11,18:40:00,18:50:00,Stormy,Medium ,motorcycle ,Metropolitian ,24.0,Grocery,4.648439519378341
qwqq977308565,20.0,4.6,23.357804,85.325146,23.437804,85.405146,2022-03-20,18:50:00,19:00:00,Stormy,Medium ,motorcycle ,Metropolitian ,20.0,Grocery,12.057018583052516
gdnh860096352,38.0,4.2,12.323225,76.630028,12.363225,76.670028,2022-03-15,14:45:00,14:55:00,Fog,High ,motorcycle ,Metropolitian ,34.0,Grocery,6.205452157234974
unwa369838661,27.0,5.0,22.310237,73.158921,22.400237,73.248921,2022-03-10,18:40:00,18:55:00,Fog,Medium ,scooter ,Metropolitian ,25.0,Grocery,13.611105169020725
nnhh140451937,34.0,4.7,22.75004,75.902847,22.79004,75.942847,2022-03-24,12:15:00,12:20:00,Sandstorms,High ,scooter ,Metropolitian ,28.0,Grocery,6.0411743878610205
qrvs494583868,28.0,4.8,26.913987,75.752891,26.983987,75.822891,2022-03-31,20:00:00,20:10:00,Sunny,Jam ,van,Metropolitian ,16.0,Grocery,10.415110423098904
wlrt752170819,23.0,4.9,18.530963,73.828972,18.540963,73.838972,2022-03-17,10:30:00,10:45:00,Cloudy,Low ,motorcycle ,Urban ,14.0,Grocery,1.529664921805109
fvsf931504082,37.0,4.5,17.433809,78.386744,17.463809,78.416744,2022-03-11,17:35:00,17:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,21.0,Grocery,4.602180090266071
jusb629926522,31.0,4.4,18.593481,73.785901,18.663481,73.855901,2022-03-12,21:50:00,21:55:00,Windy,Jam ,scooter ,Metropolitian ,36.0,Grocery,10.704957546119868
qgzx015797977,33.0,4.6,22.760072,75.892574,22.800072,75.932574,2022-04-01,16:35:00,16:45:00,Sunny,Medium ,scooter ,Metropolitian ,20.0,Grocery,6.040974316966551
oyya474274132,20.0,4.6,22.727021,75.884167,22.797021,75.954167,2022-03-18,17:50:00,18:05:00,Stormy,Medium ,motorcycle ,Metropolitian ,30.0,Grocery,10.572334612790245
eqdt022361259,24.0,5.0,21.149569,72.772697,21.219569,72.842697,2022-03-04,21:15:00,21:30:00,Cloudy,Jam ,motorcycle ,Metropolitian ,44.0,Grocery,10.625705401587538
cuws624420685,31.0,4.3,17.426228,78.407495,17.496228,78.477495,2022-04-02,20:50:00,21:00:00,Fog,Jam ,scooter ,Metropolitian ,36.0,Grocery,10.738078032534037
lych025043240,34.0,4.8,11.010375,76.95295,11.070375,77.01295,2022-04-05,21:50:00,21:55:00,Windy,Jam ,motorcycle ,Metropolitian ,25.0,Grocery,9.329217115744335
npay218878634,21.0,4.4,18.546258,73.904337,18.616258,73.974337,2022-03-27,18:55:00,19:10:00,Fog,Medium ,motorcycle ,Urban ,35.0,Grocery,10.706335399814037
cqxz509653902,39.0,4.8,26.913987,75.752891,26.943987,75.782891,2022-04-05,00:00:00,00:05:00,Sunny,Low ,scooter ,Urban ,16.0,Grocery,4.463962781432896
tgrq307344701,38.0,4.9,0.0,0.0,0.06,0.06,2022-03-24,19:10:00,19:25:00,Cloudy,Jam ,van,Metropolitian ,29.0,Grocery,9.414207472710387
dgeb122522165,36.0,4.6,12.334022,76.618203,12.354022,76.638203,2022-03-13,08:55:00,09:10:00,Cloudy,Low ,van,Metropolitian ,15.0,Grocery,3.102721585192909
gvqr617061022,35.0,4.8,26.492106,80.327797,26.542106,80.377797,2022-02-15,00:00:00,00:10:00,Stormy,Low ,scooter ,Metropolitian ,22.0,Grocery,7.4516637562732315
zyrr930347879,28.0,4.5,22.744648,75.894377,22.804648,75.954377,2022-03-13,19:55:00,20:10:00,Cloudy,Jam ,motorcycle ,Metropolitian ,21.0,Grocery,9.061623571512106
ppha427466393,23.0,4.6,25.450329,81.834279,25.590329,81.974279,2022-02-14,19:00:00,19:05:00,Cloudy,Medium ,scooter ,Metropolitian ,34.0,Grocery,20.942419798396134
ingv453815837,25.0,4.9,12.352058,76.60665,12.432058,76.68665,2022-03-02,20:10:00,20:15:00,Stormy,Jam ,motorcycle ,Metropolitian ,24.0,Grocery,12.409793910752205
aanq792564931,34.0,4.4,18.543626,73.905101,18.553626,73.915101,2022-04-03,11:20:00,11:25:00,Cloudy,High ,motorcycle ,Metropolitian ,35.0,Grocery,1.5296123009283698
vkzf718466142,20.0,4.7,0.0,0.0,0.01,0.01,2022-03-30,09:50:00,10:05:00,Fog,Low ,motorcycle ,Urban ,19.0,Grocery,1.5690347154047224
ofbc699397572,23.0,4.8,12.933298,77.614293,12.953298,77.634293,2022-04-03,08:20:00,08:25:00,Cloudy,Low ,scooter ,Urban ,18.0,Grocery,3.0992433209272896
aizr284897223,33.0,5.0,27.165108,78.015053,27.235108,78.085053,2022-02-14,19:55:00,20:10:00,Windy,Jam ,scooter ,Metropolitian ,28.0,Grocery,10.404996870588267
wfyu583805423,20.0,4.9,18.543626,73.905101,18.653626,74.015101,2022-03-29,17:15:00,17:25:00,Windy,Medium ,motorcycle ,Metropolitian ,30.0,Grocery,16.823444551962364
sgss178983037,26.0,4.7,0.0,0.0,0.05,0.05,2022-03-03,22:40:00,22:55:00,Sunny,Low ,scooter ,Urban ,20.0,Grocery,7.845173108613388
mgbe723681567,37.0,5.0,22.75004,75.902847,22.81004,75.962847,2022-03-30,22:30:00,22:35:00,Sunny,Low ,scooter ,Metropolitian ,19.0,Grocery,9.061462256395185
wdpf031037592,23.0,4.7,12.935662,77.61413,13.005662,77.68413,2022-03-14,23:40:00,23:50:00,Sandstorms,Low ,motorcycle ,Urban ,19.0,Grocery,10.846782182964
bmbx969122269,39.0,4.0,12.337978,76.616792,12.377978,76.656792,2022-03-15,12:45:00,12:50:00,Sandstorms,High ,motorcycle ,Metropolitian ,36.0,Grocery,6.205284711948613
iqfd490421421,26.0,4.7,13.027018,80.254791,13.037018,80.264791,2022-03-30,11:15:00,11:25:00,Sandstorms,High ,motorcycle ,Metropolitian ,22.0,Grocery,1.5493574837899744
ohij042632362,35.0,4.7,19.888716,75.321461,19.918716,75.351461,2022-02-11,23:50:00,23:55:00,Fog,Low ,scooter ,Metropolitian ,17.0,Grocery,4.571381486596766
oiyk629378582,37.0,4.8,0.0,0.0,0.04,0.04,2022-04-03,12:25:00,12:30:00,Cloudy,High ,motorcycle ,Metropolitian ,35.0,Grocery,6.276138627413788
cdwl637096872,22.0,4.7,19.103249,72.846749,19.233249,72.976749,2022-03-10,17:50:00,18:00:00,Windy,Medium ,motorcycle ,Metropolitian ,27.0,Grocery,19.85096705628318
esbq589393902,37.0,4.2,17.426228,78.407495,17.446228,78.427495,2022-03-26,11:10:00,11:15:00,Sandstorms,High ,scooter ,Metropolitian ,32.0,Grocery,3.068218944934137
dwbj696634532,25.0,4.7,0.0,0.0,0.09,0.09,2022-02-12,22:20:00,22:30:00,Sandstorms,Low ,scooter ,Metropolitian ,18.0,Grocery,14.121309628180253
wgmy079922545,24.0,4.3,26.905287,75.794592,27.015287,75.904592,2022-03-08,20:50:00,20:55:00,Fog,Jam ,motorcycle ,Metropolitian ,43.0,Grocery,16.365888153130857
yqqs927517728,34.0,4.7,21.149834,72.778666,21.219834,72.848666,2022-04-02,18:15:00,18:25:00,Fog,Medium ,motorcycle ,Metropolitian ,30.0,Grocery,10.625696716965741
ftrr058463873,33.0,4.8,10.003064,76.307589,10.133064,76.437589,2022-02-14,23:20:00,23:25:00,Fog,Low ,motorcycle ,Metropolitian ,26.0,Grocery,20.244111088427523
adog450915345,22.0,4.9,22.744648,75.894377,22.874648,76.024377,2022-04-02,19:10:00,19:25:00,Fog,Jam ,motorcycle ,Metropolitian ,35.0,Grocery,19.631245183785598
cvjc765889292,39.0,4.2,12.914264,77.6784,12.974264,77.7384,2022-03-09,17:30:00,17:35:00,Windy,Medium ,scooter ,Urban ,34.0,Grocery,9.297712540601415
fhbs854823074,20.0,3.8,13.02978,80.208812,13.03978,80.218812,2022-03-01,11:55:00,12:10:00,Sunny,High ,motorcycle ,Metropolitian ,47.0,Grocery,1.549349231718562
yggw804119823,37.0,5.0,12.975377,77.696664,12.985377,77.706664,2022-03-01,09:40:00,09:55:00,Fog,Low ,motorcycle ,Metropolitian ,26.0,Grocery,1.5495114643800798
rzcw560657116,38.0,4.7,21.160437,72.774209,21.220437,72.834209,2022-03-21,22:30:00,22:35:00,Sunny,Low ,motorcycle ,Metropolitian ,29.0,Grocery,9.107582743160684
qdwj722084500,29.0,4.8,22.74806,75.8934,22.77806,75.9234,2022-04-05,22:35:00,22:45:00,Fog,Low ,motorcycle ,Metropolitian ,22.0,Grocery,4.530985191304095
dqvx337659942,24.0,4.6,19.1093,72.825451,19.1993,72.915451,2022-03-20,20:15:00,20:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,22.0,Grocery,13.743515685221775
ascm835829286,33.0,4.6,21.149669,72.772629,21.219669,72.842629,2022-03-27,17:25:00,17:30:00,Sunny,Medium ,scooter ,Metropolitian ,27.0,Grocery,10.625702124383546
qpqz375035016,29.0,4.2,17.41233,78.449654,17.42233,78.459654,2022-03-30,10:30:00,10:35:00,Sandstorms,Low ,motorcycle ,Urban ,26.0,Grocery,1.5341836727606684
ycxf493660485,33.0,4.7,12.325461,76.632278,12.405461,76.712278,2022-03-08,21:55:00,22:10:00,Fog,Jam ,van,Metropolitian ,43.0,Grocery,12.410398980987171
ulju522067541,22.0,5.0,10.020683,76.310631,10.100683,76.390631,2022-02-14,18:10:00,18:15:00,Cloudy,Medium ,motorcycle ,Metropolitian ,39.0,Grocery,12.45805284619418
